employee_id,survey_date,score,category
E10260,2025-03-15,5,Detractor
E10260,2025-06-15,4,Detractor
E10260,2025-09-15,6,Detractor
E10260,2026-03-15,7,Passive
E10261,2025-03-15,8,Passive
E10261,2025-06-15,7,Passive
E10261,2025-12-15,6,Detractor
E10261,2026-03-15,8,Passive
E10262,2024-03-15,7,Passive
E10262,2024-06-15,8,Passive
E10262,2024-09-15,5,Detractor
E10262,2024-12-15,4,Detractor
E10262,2025-06-15,8,Passive
E10262,2025-09-15,10,Promoter
E10262,2026-03-15,7,Passive
E10263,2026-03-15,8,Passive
E10264,2025-03-15,8,Passive
E10264,2025-06-15,7,Passive
E10264,2025-12-15,4,Detractor
E10265,2024-12-15,8,Passive
E10265,2025-03-15,9,Promoter
E10265,2025-06-15,7,Passive
E10265,2025-09-15,6,Detractor
E10265,2025-12-15,7,Passive
E10265,2026-03-15,6,Detractor
E10266,2025-06-15,8,Passive
E10266,2025-12-15,7,Passive
E10266,2026-03-15,8,Passive
E10267,2023-09-15,8,Passive
E10267,2024-03-15,8,Passive
E10267,2024-06-15,7,Passive
E10267,2024-12-15,5,Detractor
E10267,2025-03-15,8,Passive
E10267,2025-12-15,8,Passive
E10267,2026-03-15,4,Detractor
E10268,2025-09-15,7,Passive
E10268,2025-12-15,7,Passive
E10268,2026-03-15,3,Detractor
E10269,2025-03-15,8,Passive
E10269,2025-06-15,9,Promoter
E10269,2025-12-15,7,Passive
E10269,2026-03-15,3,Detractor
E10270,2024-03-15,8,Passive
E10270,2024-06-15,9,Promoter
E10270,2025-03-15,6,Detractor
E10270,2025-09-15,6,Detractor
E10270,2025-12-15,6,Detractor
E10270,2026-03-15,7,Passive
E10271,2023-12-15,5,Detractor
E10271,2024-03-15,8,Passive
E10271,2024-06-15,8,Passive
E10271,2024-09-15,5,Detractor
E10271,2025-03-15,9,Promoter
E10271,2025-06-15,4,Detractor
E10271,2025-09-15,5,Detractor
E10271,2025-12-15,7,Passive
E10271,2026-03-15,7,Passive
E10272,2026-03-15,7,Passive
E10273,2023-09-15,8,Passive
E10273,2023-12-15,6,Detractor
E10273,2024-03-15,9,Promoter
E10273,2024-09-15,8,Passive
E10273,2024-12-15,6,Detractor
E10273,2025-06-15,7,Passive
E10273,2025-09-15,6,Detractor
E10273,2026-03-15,5,Detractor
E10274,2023-12-15,7,Passive
E10274,2024-03-15,5,Detractor
E10274,2024-06-15,6,Detractor
E10274,2024-09-15,7,Passive
E10274,2024-12-15,7,Passive
E10274,2025-03-15,6,Detractor
E10274,2025-06-15,7,Passive
E10274,2025-09-15,6,Detractor
E10274,2025-12-15,5,Detractor
E10274,2026-03-15,7,Passive
E10275,2025-03-15,7,Passive
E10275,2025-06-15,6,Detractor
E10275,2025-09-15,7,Passive
E10275,2025-12-15,5,Detractor
E10276,2023-12-15,5,Detractor
E10276,2024-03-15,7,Passive
E10276,2024-06-15,7,Passive
E10276,2024-12-15,8,Passive
E10276,2025-03-15,6,Detractor
E10276,2025-06-15,5,Detractor
E10276,2025-09-15,8,Passive
E10276,2025-12-15,5,Detractor
E10277,2023-12-15,9,Promoter
E10277,2024-06-15,7,Passive
E10277,2024-09-15,6,Detractor
E10277,2024-12-15,5,Detractor
E10277,2025-03-15,7,Passive
E10277,2025-06-15,7,Passive
E10277,2025-12-15,6,Detractor
E10277,2026-03-15,8,Passive
E10278,2025-06-15,8,Passive
E10278,2025-09-15,8,Passive
E10279,2023-12-15,8,Passive
E10279,2024-03-15,6,Detractor
E10279,2024-06-15,8,Passive
E10279,2024-09-15,10,Promoter
E10279,2024-12-15,8,Passive
E10279,2025-03-15,6,Detractor
E10279,2025-06-15,6,Detractor
E10279,2025-09-15,7,Passive
E10279,2025-12-15,8,Passive
E10279,2026-03-15,7,Passive
E10280,2024-09-15,5,Detractor
E10280,2025-09-15,8,Passive
E10280,2025-12-15,8,Passive
E10281,2023-12-15,6,Detractor
E10281,2024-06-15,8,Passive
E10281,2024-09-15,7,Passive
E10281,2024-12-15,8,Passive
E10281,2025-03-15,8,Passive
E10281,2025-06-15,7,Passive
E10281,2025-09-15,6,Detractor
E10281,2026-03-15,7,Passive
E10282,2023-09-15,7,Passive
E10282,2023-12-15,7,Passive
E10282,2024-03-15,7,Passive
E10282,2024-06-15,8,Passive
E10282,2024-09-15,7,Passive
E10282,2025-03-15,5,Detractor
E10282,2025-09-15,7,Passive
E10282,2025-12-15,8,Passive
E10282,2026-03-15,7,Passive
E10283,2024-03-15,6,Detractor
E10283,2024-06-15,8,Passive
E10283,2024-12-15,6,Detractor
E10283,2025-03-15,8,Passive
E10283,2025-06-15,8,Passive
E10283,2025-09-15,6,Detractor
E10283,2025-12-15,7,Passive
E10283,2026-03-15,5,Detractor
E10284,2025-06-15,7,Passive
E10284,2025-09-15,6,Detractor
E10284,2025-12-15,3,Detractor
E10284,2026-03-15,7,Passive
E10285,2023-09-15,7,Passive
E10285,2024-03-15,6,Detractor
E10285,2024-06-15,8,Passive
E10285,2024-09-15,6,Detractor
E10285,2024-12-15,6,Detractor
E10285,2025-09-15,8,Passive
E10285,2025-12-15,7,Passive
E10286,2025-12-15,5,Detractor
E10287,2024-06-15,7,Passive
E10287,2024-09-15,6,Detractor
E10287,2024-12-15,5,Detractor
E10287,2025-06-15,4,Detractor
E10287,2025-09-15,7,Passive
E10287,2025-12-15,5,Detractor
E10287,2026-03-15,5,Detractor
E10288,2023-09-15,7,Passive
E10288,2023-12-15,10,Promoter
E10288,2024-03-15,8,Passive
E10288,2024-06-15,8,Passive
E10288,2024-09-15,6,Detractor
E10288,2024-12-15,8,Passive
E10288,2025-03-15,7,Passive
E10288,2025-06-15,5,Detractor
E10288,2025-09-15,6,Detractor
E10288,2025-12-15,5,Detractor
E10289,2023-09-15,7,Passive
E10289,2024-03-15,7,Passive
E10289,2024-06-15,6,Detractor
E10289,2024-09-15,7,Passive
E10289,2024-12-15,8,Passive
E10289,2025-03-15,5,Detractor
E10289,2025-09-15,6,Detractor
E10289,2026-03-15,7,Passive
E10290,2024-12-15,6,Detractor
E10290,2025-03-15,9,Promoter
E10290,2025-06-15,8,Passive
E10290,2025-12-15,8,Passive
E10290,2026-03-15,7,Passive
E10291,2024-09-15,8,Passive
E10291,2024-12-15,7,Passive
E10291,2025-03-15,6,Detractor
E10291,2025-09-15,6,Detractor
E10291,2025-12-15,4,Detractor
E10291,2026-03-15,6,Detractor
E10292,2024-09-15,7,Passive
E10292,2024-12-15,7,Passive
E10292,2025-03-15,10,Promoter
E10292,2025-06-15,5,Detractor
E10292,2025-09-15,6,Detractor
E10292,2025-12-15,10,Promoter
E10293,2024-12-15,6,Detractor
E10293,2025-03-15,5,Detractor
E10293,2025-06-15,6,Detractor
E10293,2025-12-15,5,Detractor
E10293,2026-03-15,8,Passive
E10294,2023-09-15,7,Passive
E10294,2023-12-15,5,Detractor
E10294,2024-09-15,7,Passive
E10294,2024-12-15,7,Passive
E10294,2025-03-15,5,Detractor
E10294,2025-06-15,7,Passive
E10294,2025-12-15,6,Detractor
E10294,2026-03-15,3,Detractor
E10295,2023-12-15,5,Detractor
E10295,2024-03-15,6,Detractor
E10295,2025-03-15,6,Detractor
E10295,2025-09-15,7,Passive
E10295,2026-03-15,6,Detractor
E10296,2024-12-15,7,Passive
E10296,2025-03-15,5,Detractor
E10296,2025-06-15,8,Passive
E10296,2025-12-15,5,Detractor
E10296,2026-03-15,5,Detractor
E10297,2023-12-15,7,Passive
E10297,2024-06-15,9,Promoter
E10297,2024-09-15,8,Passive
E10297,2024-12-15,6,Detractor
E10297,2025-03-15,6,Detractor
E10297,2025-06-15,4,Detractor
E10297,2025-09-15,9,Promoter
E10297,2025-12-15,8,Passive
E10298,2024-03-15,7,Passive
E10298,2024-06-15,7,Passive
E10298,2025-03-15,5,Detractor
E10298,2025-09-15,6,Detractor
E10298,2026-03-15,8,Passive
E10299,2023-09-15,8,Passive
E10299,2024-03-15,6,Detractor
E10299,2024-06-15,8,Passive
E10299,2024-09-15,9,Promoter
E10299,2025-06-15,6,Detractor
E10299,2025-12-15,8,Passive
E10299,2026-03-15,8,Passive
E10300,2024-03-15,10,Promoter
E10300,2024-06-15,6,Detractor
E10300,2024-09-15,8,Passive
E10300,2024-12-15,8,Passive
E10300,2025-03-15,7,Passive
E10300,2025-06-15,8,Passive
E10300,2025-09-15,6,Detractor
E10300,2025-12-15,6,Detractor
E10301,2025-06-15,4,Detractor
E10301,2025-09-15,4,Detractor
E10301,2025-12-15,6,Detractor
E10301,2026-03-15,2,Detractor
E10302,2024-09-15,9,Promoter
E10302,2024-12-15,8,Passive
E10302,2025-03-15,8,Passive
E10302,2025-09-15,8,Passive
E10302,2025-12-15,6,Detractor
E10302,2026-03-15,7,Passive
E10303,2023-09-15,6,Detractor
E10303,2024-03-15,9,Promoter
E10303,2024-06-15,3,Detractor
E10303,2024-09-15,9,Promoter
E10303,2024-12-15,4,Detractor
E10303,2025-03-15,7,Passive
E10303,2025-12-15,5,Detractor
E10303,2026-03-15,6,Detractor
E10304,2024-06-15,6,Detractor
E10304,2024-09-15,6,Detractor
E10304,2024-12-15,8,Passive
E10304,2025-03-15,7,Passive
E10304,2025-09-15,8,Passive
E10304,2025-12-15,7,Passive
E10304,2026-03-15,4,Detractor
E10305,2023-12-15,10,Promoter
E10305,2024-03-15,4,Detractor
E10305,2024-06-15,7,Passive
E10305,2024-09-15,8,Passive
E10305,2024-12-15,7,Passive
E10305,2025-03-15,7,Passive
E10305,2025-06-15,9,Promoter
E10305,2025-09-15,8,Passive
E10305,2025-12-15,6,Detractor
E10305,2026-03-15,6,Detractor
E10306,2023-09-15,6,Detractor
E10306,2024-09-15,6,Detractor
E10306,2024-12-15,7,Passive
E10306,2025-03-15,5,Detractor
E10306,2025-06-15,6,Detractor
E10306,2025-09-15,8,Passive
E10306,2025-12-15,6,Detractor
E10306,2026-03-15,6,Detractor
E10307,2023-09-15,7,Passive
E10307,2023-12-15,8,Passive
E10307,2024-06-15,6,Detractor
E10307,2024-09-15,9,Promoter
E10307,2024-12-15,6,Detractor
E10307,2025-12-15,4,Detractor
E10307,2026-03-15,6,Detractor
E10308,2024-12-15,9,Promoter
E10308,2025-03-15,9,Promoter
E10308,2025-06-15,4,Detractor
E10308,2025-09-15,6,Detractor
E10308,2025-12-15,6,Detractor
E10308,2026-03-15,8,Passive
E10309,2023-09-15,5,Detractor
E10309,2023-12-15,9,Promoter
E10309,2024-09-15,5,Detractor
E10309,2024-12-15,7,Passive
E10309,2025-03-15,5,Detractor
E10309,2025-09-15,7,Passive
E10309,2026-03-15,3,Detractor
E10310,2024-09-15,7,Passive
E10310,2024-12-15,7,Passive
E10310,2025-03-15,6,Detractor
E10310,2025-06-15,8,Passive
E10310,2025-09-15,9,Promoter
E10310,2025-12-15,6,Detractor
E10311,2024-06-15,7,Passive
E10311,2024-09-15,6,Detractor
E10311,2024-12-15,5,Detractor
E10311,2025-03-15,5,Detractor
E10311,2025-06-15,5,Detractor
E10311,2025-09-15,8,Passive
E10311,2025-12-15,7,Passive
E10311,2026-03-15,5,Detractor
E10312,2023-12-15,6,Detractor
E10312,2024-09-15,6,Detractor
E10312,2024-12-15,4,Detractor
E10312,2025-09-15,6,Detractor
E10312,2025-12-15,5,Detractor
E10312,2026-03-15,8,Passive
E10313,2023-12-15,4,Detractor
E10313,2024-03-15,8,Passive
E10313,2024-09-15,8,Passive
E10313,2024-12-15,9,Promoter
E10313,2025-03-15,7,Passive
E10313,2025-06-15,8,Passive
E10313,2025-09-15,7,Passive
E10313,2026-03-15,4,Detractor
E10314,2023-09-15,6,Detractor
E10314,2023-12-15,6,Detractor
E10314,2024-06-15,9,Promoter
E10314,2024-09-15,9,Promoter
E10314,2024-12-15,8,Passive
E10314,2025-06-15,6,Detractor
E10314,2025-09-15,3,Detractor
E10314,2026-03-15,7,Passive
E10315,2023-09-15,8,Passive
E10315,2023-12-15,7,Passive
E10315,2024-03-15,8,Passive
E10315,2024-12-15,5,Detractor
E10315,2025-03-15,5,Detractor
E10315,2025-06-15,4,Detractor
E10315,2025-12-15,6,Detractor
E10316,2024-06-15,8,Passive
E10316,2024-09-15,8,Passive
E10316,2025-06-15,5,Detractor
E10316,2025-09-15,9,Promoter
E10316,2025-12-15,7,Passive
E10316,2026-03-15,5,Detractor
E10317,2023-12-15,7,Passive
E10317,2024-03-15,6,Detractor
E10317,2024-12-15,7,Passive
E10317,2025-06-15,4,Detractor
E10317,2025-09-15,7,Passive
E10317,2026-03-15,8,Passive
E10318,2024-12-15,8,Passive
E10318,2025-03-15,7,Passive
E10318,2025-09-15,7,Passive
E10318,2026-03-15,7,Passive
E10319,2023-12-15,9,Promoter
E10319,2024-06-15,7,Passive
E10319,2024-09-15,6,Detractor
E10319,2024-12-15,8,Passive
E10319,2025-03-15,9,Promoter
E10319,2025-06-15,6,Detractor
E10319,2025-12-15,9,Promoter
E10319,2026-03-15,7,Passive
E10320,2024-03-15,8,Passive
E10320,2024-06-15,5,Detractor
E10320,2024-09-15,8,Passive
E10320,2025-03-15,8,Passive
E10320,2025-06-15,10,Promoter
E10320,2025-12-15,7,Passive
E10321,2023-12-15,8,Passive
E10321,2024-03-15,6,Detractor
E10321,2024-06-15,7,Passive
E10321,2024-12-15,9,Promoter
E10321,2025-03-15,6,Detractor
E10321,2025-09-15,5,Detractor
E10321,2026-03-15,9,Promoter
E10322,2023-09-15,7,Passive
E10322,2024-03-15,8,Passive
E10322,2024-06-15,6,Detractor
E10322,2024-09-15,6,Detractor
E10322,2024-12-15,7,Passive
E10322,2025-03-15,8,Passive
E10322,2025-06-15,8,Passive
E10322,2025-09-15,6,Detractor
E10322,2025-12-15,8,Passive
E10323,2025-03-15,7,Passive
E10323,2025-06-15,6,Detractor
E10323,2025-09-15,7,Passive
E10323,2025-12-15,9,Promoter
E10324,2023-12-15,8,Passive
E10324,2024-06-15,6,Detractor
E10324,2024-09-15,7,Passive
E10324,2024-12-15,8,Passive
E10324,2025-06-15,6,Detractor
E10324,2025-09-15,7,Passive
E10324,2026-03-15,5,Detractor
E10325,2025-03-15,8,Passive
E10325,2025-06-15,9,Promoter
E10325,2025-12-15,6,Detractor
E10325,2026-03-15,8,Passive
E10326,2025-06-15,8,Passive
E10326,2025-12-15,6,Detractor
E10327,2023-09-15,8,Passive
E10327,2023-12-15,9,Promoter
E10327,2024-03-15,9,Promoter
E10327,2024-09-15,7,Passive
E10327,2024-12-15,4,Detractor
E10327,2025-03-15,7,Passive
E10327,2025-06-15,6,Detractor
E10327,2025-12-15,5,Detractor
E10327,2026-03-15,5,Detractor
E10328,2023-09-15,8,Passive
E10328,2023-12-15,6,Detractor
E10328,2024-03-15,6,Detractor
E10328,2024-06-15,7,Passive
E10328,2024-09-15,8,Passive
E10328,2024-12-15,5,Detractor
E10328,2025-03-15,5,Detractor
E10328,2025-06-15,5,Detractor
E10328,2025-12-15,9,Promoter
E10328,2026-03-15,6,Detractor
E10329,2023-12-15,5,Detractor
E10329,2024-03-15,7,Passive
E10329,2024-06-15,8,Passive
E10329,2024-12-15,10,Promoter
E10329,2025-06-15,4,Detractor
E10329,2025-12-15,5,Detractor
E10329,2026-03-15,6,Detractor
E10330,2023-09-15,7,Passive
E10330,2023-12-15,7,Passive
E10330,2024-03-15,7,Passive
E10330,2024-06-15,10,Promoter
E10330,2024-09-15,5,Detractor
E10330,2024-12-15,7,Passive
E10330,2025-03-15,8,Passive
E10330,2025-06-15,4,Detractor
E10330,2025-09-15,9,Promoter
E10330,2025-12-15,6,Detractor
E10331,2023-12-15,5,Detractor
E10331,2024-03-15,9,Promoter
E10331,2024-09-15,8,Passive
E10331,2024-12-15,6,Detractor
E10331,2025-03-15,8,Passive
E10331,2025-09-15,7,Passive
E10331,2025-12-15,4,Detractor
E10332,2025-03-15,5,Detractor
E10332,2025-06-15,7,Passive
E10332,2025-09-15,4,Detractor
E10332,2025-12-15,8,Passive
E10332,2026-03-15,4,Detractor
E10333,2023-12-15,8,Passive
E10333,2024-03-15,9,Promoter
E10333,2024-09-15,8,Passive
E10333,2024-12-15,1,Detractor
E10333,2025-03-15,9,Promoter
E10333,2025-06-15,6,Detractor
E10333,2025-09-15,6,Detractor
E10333,2026-03-15,5,Detractor
E10334,2024-12-15,10,Promoter
E10334,2025-03-15,7,Passive
E10334,2025-09-15,6,Detractor
E10334,2025-12-15,8,Passive
E10335,2023-09-15,8,Passive
E10335,2023-12-15,5,Detractor
E10335,2024-03-15,8,Passive
E10335,2024-12-15,7,Passive
E10335,2025-03-15,5,Detractor
E10335,2025-09-15,7,Passive
E10335,2026-03-15,5,Detractor
E10336,2024-03-15,10,Promoter
E10336,2025-03-15,9,Promoter
E10336,2025-09-15,7,Passive
E10337,2025-03-15,7,Passive
E10337,2025-06-15,3,Detractor
E10337,2025-09-15,8,Passive
E10337,2026-03-15,6,Detractor
E10338,2024-06-15,6,Detractor
E10338,2024-09-15,7,Passive
E10338,2024-12-15,9,Promoter
E10338,2025-06-15,8,Passive
E10338,2025-09-15,8,Passive
E10339,2023-09-15,5,Detractor
E10339,2023-12-15,9,Promoter
E10339,2024-03-15,6,Detractor
E10339,2024-12-15,8,Passive
E10339,2025-06-15,7,Passive
E10339,2025-09-15,6,Detractor
E10339,2026-03-15,7,Passive
E10340,2024-09-15,5,Detractor
E10340,2024-12-15,7,Passive
E10340,2025-03-15,7,Passive
E10340,2025-09-15,10,Promoter
E10341,2025-06-15,6,Detractor
E10341,2025-09-15,5,Detractor
E10341,2025-12-15,7,Passive
E10341,2026-03-15,5,Detractor
E10342,2023-09-15,5,Detractor
E10342,2023-12-15,8,Passive
E10342,2024-03-15,7,Passive
E10342,2024-06-15,8,Passive
E10342,2024-09-15,9,Promoter
E10342,2025-03-15,10,Promoter
E10342,2025-06-15,7,Passive
E10342,2025-09-15,7,Passive
E10342,2025-12-15,7,Passive
E10343,2023-09-15,4,Detractor
E10343,2023-12-15,9,Promoter
E10343,2024-03-15,8,Passive
E10343,2024-12-15,8,Passive
E10343,2025-06-15,6,Detractor
E10343,2025-09-15,5,Detractor
E10343,2025-12-15,6,Detractor
E10344,2024-12-15,8,Passive
E10344,2025-03-15,4,Detractor
E10344,2025-06-15,7,Passive
E10344,2025-09-15,9,Promoter
E10344,2026-03-15,6,Detractor
E10345,2024-09-15,4,Detractor
E10345,2024-12-15,7,Passive
E10345,2025-03-15,7,Passive
E10345,2025-06-15,7,Passive
E10345,2025-12-15,7,Passive
E10345,2026-03-15,9,Promoter
E10346,2023-09-15,7,Passive
E10346,2023-12-15,7,Passive
E10346,2024-03-15,6,Detractor
E10346,2024-06-15,8,Passive
E10346,2024-09-15,10,Promoter
E10346,2025-03-15,6,Detractor
E10346,2025-06-15,6,Detractor
E10346,2025-12-15,3,Detractor
E10346,2026-03-15,5,Detractor
E10347,2025-09-15,9,Promoter
E10347,2025-12-15,6,Detractor
E10348,2025-06-15,7,Passive
E10348,2025-09-15,5,Detractor
E10348,2025-12-15,7,Passive
E10349,2024-12-15,7,Passive
E10349,2025-03-15,8,Passive
E10349,2025-06-15,7,Passive
E10349,2025-09-15,9,Promoter
E10350,2024-09-15,7,Passive
E10350,2024-12-15,6,Detractor
E10350,2026-03-15,5,Detractor
E10351,2023-09-15,4,Detractor
E10351,2023-12-15,7,Passive
E10351,2024-09-15,7,Passive
E10351,2024-12-15,9,Promoter
E10351,2025-03-15,5,Detractor
E10351,2025-06-15,5,Detractor
E10351,2025-09-15,5,Detractor
E10351,2026-03-15,6,Detractor
E10352,2023-09-15,4,Detractor
E10352,2023-12-15,5,Detractor
E10352,2024-12-15,7,Passive
E10352,2025-12-15,6,Detractor
E10352,2026-03-15,8,Passive
E10353,2023-09-15,7,Passive
E10353,2023-12-15,7,Passive
E10353,2024-03-15,9,Promoter
E10353,2024-12-15,7,Passive
E10353,2025-03-15,5,Detractor
E10353,2025-06-15,5,Detractor
E10353,2025-12-15,4,Detractor
E10353,2026-03-15,3,Detractor
E10354,2024-06-15,10,Promoter
E10354,2024-09-15,5,Detractor
E10354,2024-12-15,7,Passive
E10354,2025-09-15,6,Detractor
E10354,2026-03-15,6,Detractor
E10355,2023-12-15,6,Detractor
E10355,2024-06-15,8,Passive
E10355,2024-12-15,5,Detractor
E10355,2025-03-15,5,Detractor
E10355,2025-06-15,8,Passive
E10355,2025-09-15,5,Detractor
E10355,2025-12-15,8,Passive
E10355,2026-03-15,8,Passive
E10356,2025-03-15,9,Promoter
E10356,2025-12-15,8,Passive
E10356,2026-03-15,4,Detractor
E10357,2024-09-15,5,Detractor
E10357,2025-03-15,5,Detractor
E10357,2025-06-15,5,Detractor
E10357,2025-09-15,4,Detractor
E10357,2025-12-15,5,Detractor
E10357,2026-03-15,8,Passive
E10358,2024-12-15,8,Passive
E10358,2025-03-15,7,Passive
E10358,2025-06-15,6,Detractor
E10358,2025-12-15,6,Detractor
E10358,2026-03-15,7,Passive
E10359,2023-12-15,6,Detractor
E10359,2024-06-15,8,Passive
E10359,2024-09-15,5,Detractor
E10359,2025-03-15,6,Detractor
E10359,2025-06-15,5,Detractor
E10359,2025-09-15,7,Passive
E10359,2025-12-15,5,Detractor
E10359,2026-03-15,5,Detractor
E10360,2025-03-15,8,Passive
E10360,2025-06-15,5,Detractor
E10360,2025-09-15,8,Passive
E10360,2025-12-15,8,Passive
E10360,2026-03-15,6,Detractor
E10361,2023-09-15,8,Passive
E10361,2023-12-15,10,Promoter
E10361,2024-06-15,9,Promoter
E10361,2025-06-15,8,Passive
E10361,2025-12-15,10,Promoter
E10361,2026-03-15,6,Detractor
E10362,2023-09-15,8,Passive
E10362,2023-12-15,7,Passive
E10362,2024-06-15,9,Promoter
E10362,2024-09-15,7,Passive
E10362,2025-03-15,10,Promoter
E10362,2025-06-15,5,Detractor
E10362,2025-12-15,7,Passive
E10362,2026-03-15,8,Passive
E10363,2024-09-15,9,Promoter
E10363,2024-12-15,4,Detractor
E10363,2025-03-15,6,Detractor
E10363,2025-06-15,6,Detractor
E10363,2025-09-15,6,Detractor
E10363,2025-12-15,6,Detractor
E10364,2023-12-15,8,Passive
E10364,2024-06-15,10,Promoter
E10364,2024-09-15,7,Passive
E10364,2024-12-15,10,Promoter
E10364,2025-03-15,8,Passive
E10364,2025-06-15,7,Passive
E10364,2025-12-15,9,Promoter
E10364,2026-03-15,7,Passive
E10365,2023-09-15,6,Detractor
E10365,2023-12-15,10,Promoter
E10365,2024-03-15,8,Passive
E10365,2024-06-15,10,Promoter
E10365,2024-09-15,7,Passive
E10365,2024-12-15,6,Detractor
E10365,2025-03-15,6,Detractor
E10365,2025-09-15,7,Passive
E10365,2025-12-15,7,Passive
E10365,2026-03-15,6,Detractor
E10366,2024-09-15,6,Detractor
E10366,2025-03-15,7,Passive
E10366,2025-06-15,8,Passive
E10366,2025-09-15,8,Passive
E10366,2026-03-15,8,Passive
E10367,2024-03-15,10,Promoter
E10367,2024-09-15,8,Passive
E10367,2024-12-15,4,Detractor
E10367,2025-03-15,8,Passive
E10367,2025-12-15,8,Passive
E10367,2026-03-15,9,Promoter
E10368,2023-12-15,6,Detractor
E10368,2024-03-15,9,Promoter
E10368,2024-06-15,8,Passive
E10368,2024-09-15,8,Passive
E10368,2024-12-15,9,Promoter
E10368,2025-03-15,9,Promoter
E10368,2025-06-15,9,Promoter
E10368,2025-09-15,4,Detractor
E10368,2026-03-15,5,Detractor
E10369,2023-12-15,7,Passive
E10369,2024-06-15,6,Detractor
E10369,2024-09-15,7,Passive
E10369,2024-12-15,8,Passive
E10369,2025-03-15,7,Passive
E10369,2025-09-15,8,Passive
E10369,2025-12-15,10,Promoter
E10369,2026-03-15,10,Promoter
E10370,2024-12-15,8,Passive
E10370,2025-03-15,10,Promoter
E10370,2025-06-15,7,Passive
E10370,2025-09-15,7,Passive
E10370,2025-12-15,7,Passive
E10370,2026-03-15,7,Passive
E10371,2023-12-15,9,Promoter
E10371,2024-12-15,8,Passive
E10371,2025-03-15,10,Promoter
E10371,2025-06-15,8,Passive
E10371,2025-12-15,7,Passive
E10371,2026-03-15,7,Passive
E10372,2024-03-15,7,Passive
E10372,2024-06-15,9,Promoter
E10372,2024-09-15,7,Passive
E10372,2024-12-15,8,Passive
E10372,2025-12-15,8,Passive
E10372,2026-03-15,8,Passive
E10373,2023-09-15,8,Passive
E10373,2023-12-15,7,Passive
E10373,2024-03-15,5,Detractor
E10373,2024-06-15,6,Detractor
E10373,2024-09-15,6,Detractor
E10373,2024-12-15,5,Detractor
E10373,2025-03-15,9,Promoter
E10373,2025-12-15,7,Passive
E10373,2026-03-15,8,Passive
E10374,2023-12-15,8,Passive
E10374,2024-03-15,8,Passive
E10374,2024-06-15,8,Passive
E10374,2024-09-15,10,Promoter
E10374,2025-09-15,8,Passive
E10374,2025-12-15,5,Detractor
E10374,2026-03-15,7,Passive
E10375,2023-09-15,8,Passive
E10375,2023-12-15,6,Detractor
E10375,2024-03-15,4,Detractor
E10375,2024-09-15,8,Passive
E10375,2025-03-15,7,Passive
E10375,2025-06-15,6,Detractor
E10375,2025-09-15,7,Passive
E10375,2025-12-15,7,Passive
E10375,2026-03-15,7,Passive
E10376,2025-09-15,8,Passive
E10376,2025-12-15,8,Passive
E10376,2026-03-15,9,Promoter
E10377,2023-09-15,9,Promoter
E10377,2024-03-15,9,Promoter
E10377,2024-06-15,7,Passive
E10377,2024-12-15,8,Passive
E10377,2025-03-15,5,Detractor
E10377,2025-06-15,7,Passive
E10377,2025-09-15,4,Detractor
E10377,2025-12-15,6,Detractor
E10377,2026-03-15,6,Detractor
E10378,2023-09-15,9,Promoter
E10378,2024-03-15,6,Detractor
E10378,2024-06-15,8,Passive
E10378,2024-09-15,7,Passive
E10378,2024-12-15,7,Passive
E10378,2025-06-15,6,Detractor
E10378,2025-12-15,8,Passive
E10378,2026-03-15,7,Passive
E10379,2024-06-15,6,Detractor
E10379,2025-03-15,8,Passive
E10379,2025-09-15,8,Passive
E10379,2026-03-15,10,Promoter
E10380,2025-03-15,7,Passive
E10380,2025-06-15,7,Passive
E10380,2025-09-15,6,Detractor
E10380,2025-12-15,7,Passive
E10380,2026-03-15,6,Detractor
E10381,2025-03-15,9,Promoter
E10381,2025-06-15,8,Passive
E10381,2025-12-15,6,Detractor
E10382,2024-12-15,6,Detractor
E10382,2025-03-15,7,Passive
E10382,2025-06-15,10,Promoter
E10382,2025-12-15,7,Passive
E10382,2026-03-15,7,Passive
E10383,2025-12-15,10,Promoter
E10383,2026-03-15,8,Passive
E10384,2024-12-15,5,Detractor
E10384,2025-06-15,5,Detractor
E10384,2025-12-15,8,Passive
E10384,2026-03-15,10,Promoter
E10385,2024-12-15,10,Promoter
E10385,2025-03-15,8,Passive
E10385,2025-06-15,9,Promoter
E10385,2025-09-15,9,Promoter
E10385,2026-03-15,5,Detractor
E10386,2023-12-15,8,Passive
E10386,2024-03-15,10,Promoter
E10386,2024-09-15,10,Promoter
E10386,2024-12-15,8,Passive
E10386,2025-06-15,6,Detractor
E10386,2025-09-15,8,Passive
E10386,2026-03-15,8,Passive
E10387,2023-09-15,9,Promoter
E10387,2023-12-15,8,Passive
E10387,2024-06-15,10,Promoter
E10387,2024-12-15,8,Passive
E10387,2025-09-15,8,Passive
E10387,2026-03-15,7,Passive
E10388,2023-09-15,8,Passive
E10388,2023-12-15,8,Passive
E10388,2024-03-15,8,Passive
E10388,2024-12-15,9,Promoter
E10388,2025-03-15,4,Detractor
E10388,2025-06-15,7,Passive
E10388,2025-09-15,8,Passive
E10389,2023-12-15,8,Passive
E10389,2024-12-15,6,Detractor
E10389,2025-03-15,8,Passive
E10389,2025-06-15,8,Passive
E10389,2025-09-15,8,Passive
E10389,2025-12-15,7,Passive
E10389,2026-03-15,7,Passive
E10390,2025-06-15,8,Passive
